,bt,km,transmission,ownerNo,oem,modelYear,price,Insurance Validity,Fuel Type,Seats,RTO,Features,Mileage,Engine,Max Power,Torque,Color,No of Cylinder,Values per Cylinder,Turbo Charger,Length,Width,Height,Wheel Base,Gear Box,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,City
902,Sedan,90000,Manual,3,Maruti,2004,80000.0,Third Party insurance,Petrol,5 Seats,KA,4,15.9,1298,81.8,113.0,silver,4,4,No,3995.0,1695.0,1505.0,2425.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
903,Hatchback,91660,Manual,1,Hyundai,2016,608000.0,Zero Dep,Petrol,5 Seats,KA,9,18.6,1197,81.83,114.7,white,4,4,No,3985.0,1734.0,1505.0,2570.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
906,SUV,76836,Manual,2,Maruti,2016,751000.0,Third Party insurance,Diesel,5 Seats,KA,9,23.65,1248,88.5,200.0,silver,4,4,Yes,4300.0,1785.0,1595.0,2600.0,5,Power,Disc,Disc,Tubeless,5,Bangalore
907,Hatchback,27000,Automatic,2,Honda,2015,535000.0,Comprehensive,Petrol,5 Seats,KA,9,16.5,1198,86.8,109.0,white,4,4,No,3610.0,1680.0,1500.0,2345.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
909,Hatchback,47333,Manual,1,Hyundai,2013,328000.0,Comprehensive,Petrol,5 Seats,KA,9,19.81,1086,68.05,99.04,red,4,3,No,3585.0,1595.0,1550.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
910,Hatchback,20000,Automatic,1,Hyundai,2021,725000.0,Third Party insurance,Petrol,5 Seats,KA,9,20.7,1197,81.86,113.8,others,4,4,No,3805.0,1680.0,1520.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
911,Sedan,46000,Manual,1,Hyundai,2017,740000.0,Comprehensive,Petrol,5 Seats,KA,9,17.01,1591,121.3,154.9,maroon,4,4,No,4375.0,1700.0,1475.0,2570.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
913,Hatchback,40000,Manual,2,Nissan,2015,480000.0,Third Party insurance,Petrol,5 Seats,KA,9,19.69,1198,67.04,104.0,green,3,4,No,3801.0,1665.0,1530.0,2450.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
916,Hatchback,90000,Manual,4,Hyundai,2010,210000.0,Third Party insurance,Petrol,5 Seats,UNKNO,8,19.81,1086,68.05,99.04,others,4,3,No,3585.0,1595.0,1550.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
917,Hatchback,80000,Manual,1,Maruti,2014,480000.0,Third Party insurance,Diesel,5 Seats,UNKNO,9,25.2,1248,74.0,190.0,others,4,4,Yes,3840.0,1735.0,1530.0,2450.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
919,SUV,20000,Manual,1,Tata,2022,1280000.0,Third Party insurance,Petrol,5 Seats,KA,9,17.57,1199,118.36,170.0,others,3,4,Yes,3993.0,1811.0,1606.0,2498.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
920,SUV,43791,Automatic,1,Ford,2016,770000.0,Comprehensive,Petrol,5 Seats,KA,9,15.63,1499,110.4,140.0,black,4,4,No,3999.0,1765.0,1708.0,2520.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
921,Hatchback,87660,Automatic,1,Maruti,2018,599000.0,Third Party insurance,Petrol,5 Seats,KA,9,22.56,1197,88.5,113.0,red,4,4,No,3845.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
923,Hatchback,71938,Manual,3,Hyundai,2011,231999.0,Comprehensive,Petrol,5 Seats,KA,9,17.92,1086,62.1,96.1,others,3,4,No,3565.0,1525.0,1590.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
924,Sedan,104938,Manual,2,Hyundai,2013,525000.0,Comprehensive,Petrol,5 Seats,KA,9,17.01,1591,121.3,154.9,silver,4,4,No,4375.0,1700.0,1475.0,2570.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
927,Hatchback,70000,Manual,2,Volkswagen,2012,400000.0,Third Party insurance,Diesel,5 Seats,KA,9,22.07,1199,73.9,180.0,others,3,4,No,3970.0,1682.0,1453.0,2456.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
928,SUV,88556,Manual,1,Hyundai,2017,966000.0,Comprehensive,Petrol,5 Seats,KA,9,13.0,1591,121.3,151.0,silver,4,4,No,4270.0,1780.0,1630.0,2590.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
929,SUV,48743,Manual,1,Ford,2017,781000.0,Comprehensive,Diesel,5 Seats,KA,9,22.77,1498,98.59,205.0,orange,4,2,Yes,3999.0,1765.0,1708.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
936,Hatchback,120000,Manual,1,Fiat,2014,350000.0,Third Party insurance,Diesel,5 Seats,KA,9,20.3,1248,75.0,197.0,others,4,4,Yes,3987.0,1687.0,1495.0,2510.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
938,Hatchback,20000,Manual,1,Hyundai,2020,700000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.6,1197,81.86,117.0,others,4,4,No,3985.0,1734.0,1505.0,2570.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
939,Hatchback,50000,Manual,2,Hyundai,2012,229999.0,Third Party insurance,Petrol,5 Seats,KA,8,21.1,814,55.2,74.5,others,3,3,No,3495.0,1550.0,1500.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
940,SUV,51338,Manual,1,Honda,2018,875000.0,Comprehensive,Petrol,5 Seats,KA,9,17.5,1199,88.7,110.0,red,4,4,No,3999.0,1734.0,1601.0,2555.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
941,SUV,97334,Manual,1,Hyundai,2017,925000.0,Comprehensive,Petrol,5 Seats,KA,9,15.29,1591,121.3,151.0,silver,4,4,No,4270.0,1780.0,1630.0,2590.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
942,Hatchback,20000,Manual,1,Hyundai,2020,700000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.6,1197,81.86,117.0,others,4,4,No,3985.0,1734.0,1505.0,2570.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
943,SUV,53031,Manual,2,Hyundai,2016,930000.0,Comprehensive,Petrol,5 Seats,KA,9,13.0,1591,121.3,151.0,red,4,4,No,4270.0,1780.0,1630.0,2590.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
944,SUV,51580,Manual,2,Hyundai,2016,898000.0,Comprehensive,Petrol,5 Seats,KA,9,13.0,1591,121.3,151.0,red,4,4,No,4270.0,1780.0,1630.0,2590.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
946,Hatchback,23920,Manual,1,Maruti,2020,449000.0,Third Party insurance,Petrol,5 Seats,KA,9,21.7,998,65.71,89.0,red,3,4,No,3565.0,1520.0,1567.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
948,Hatchback,66434,Manual,2,Honda,2012,335000.0,Comprehensive,Petrol,5 Seats,KA,9,19.4,1198,86.8,109.0,others,4,4,No,3610.0,1680.0,1500.0,2345.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
949,SUV,54097,Manual,1,Honda,2017,825000.0,Comprehensive,Petrol,5 Seats,KA,9,17.5,1199,88.7,110.0,white,4,4,No,3999.0,1734.0,1601.0,2555.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
950,Hatchback,27655,Automatic,1,Toyota,2021,935000.0,Third Party insurance,Petrol,5 Seats,KA,9,19.56,1197,81.8,113.0,white,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Electronic,Disc,Drum,Radial,5,Bangalore
954,SUV,10000,Manual,1,Kia,2022,1540000.0,Third Party insurance,Petrol,5 Seats,KA,9,16.8,1497,113.43,144.0,others,4,4,No,4315.0,1800.0,1645.0,2610.0,6,Electronic,Disc,Disc,Tubeless,5,Bangalore
957,SUV,10000,Manual,2,Kia,2021,1025000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.2,998,118.36,172.0,white,3,4,Yes,3995.0,1790.0,1642.0,2500.0,6,Electronic,Disc,Drum,Tubeless,5,Bangalore
960,SUV,14338,Manual,2,Honda,2017,808000.0,Third Party insurance,Petrol,5 Seats,KA,9,17.5,1199,88.7,110.0,brown,4,4,No,3999.0,1734.0,1601.0,2555.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
963,SUV,39139,Automatic,1,Mahindra,2021,1261000.0,Comprehensive,Petrol,5 Seats,KA,9,16.5,1197,108.62,200.0,white,3,4,Yes,3995.0,1821.0,1627.0,2600.0,6,Power,Disc,Disc,Tubeless,5,Bangalore
964,SUV,20000,Manual,1,Hyundai,2020,850000.0,Third Party insurance,Petrol,5 Seats,KA,9,17.52,1197,81.86,113.76,gray,4,4,No,3995.0,1770.0,1605.0,2500.0,5,Electronic,Disc,Drum,Radial,5,Bangalore
965,Hatchback,89633,Manual,2,Hyundai,2014,270000.0,Third Party insurance,Petrol,5 Seats,KA,8,21.1,814,55.2,74.5,white,3,3,No,3495.0,1550.0,1500.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
968,Hatchback,25133,Manual,2,Maruti,2017,508000.0,Third Party insurance,Petrol,5 Seats,KA,8,20.89,1197,81.8,113.0,white,4,4,No,3700.0,1690.0,1595.0,2435.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
969,Hatchback,80000,Manual,1,Maruti,2018,340000.0,Third Party insurance,Petrol,5 Seats,KA,9,24.7,796,47.3,69.0,others,3,4,No,3430.0,1515.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
974,SUV,70000,Manual,2,Mahindra,2019,800000.0,Third Party insurance,Petrol,5 Seats,KA,9,17.0,1197,110.0,200.0,others,3,4,Yes,3995.0,1821.0,1627.0,2600.0,6,Power,Disc,Disc,Tubeless,5,Bangalore
977,SUV,10000,Manual,1,Nissan,2021,638000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.75,999,71.02,96.0,brown,3,4,No,3994.0,1758.0,1572.0,2500.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
978,Hatchback,20000,Manual,2,Datsun,2019,315000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,22.7,799,53.64,72.0,others,3,4,No,3429.0,1560.0,1541.0,2348.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
980,Hatchback,33210,Automatic,1,Maruti,2016,490000.0,Comprehensive,Petrol,5 Seats,KA,9,23.1,998,67.04,90.0,white,3,4,No,3715.0,1635.0,1565.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
982,Hatchback,28051,Automatic,2,Maruti,2015,430000.0,Comprehensive,Petrol,5 Seats,KA,8,26.68,998,65.71,89.0,blue,3,4,No,3695.0,1655.0,1555.0,2435.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
984,Hatchback,120000,Manual,2,Maruti,2007,270000.0,Third Party insurance,Diesel,5 Seats,KA,6,17.8,1248,81.8,113.0,others,4,4,No,3995.0,1695.0,1505.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
985,Hatchback,21193,Manual,1,Hyundai,2017,517000.0,Comprehensive,Petrol,5 Seats,KA,9,18.9,1197,81.86,113.75,blue,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
987,Hatchback,7150,Manual,1,Hyundai,2021,627000.0,Third Party insurance,Petrol,5 Seats,KA,9,20.7,1197,81.86,113.8,white,4,4,No,3805.0,1680.0,1520.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
988,Hatchback,13262,Manual,1,Tata,2016,509999.0,Third Party insurance,Petrol,5 Seats,KA,9,23.84,1199,84.0,114.0,orange,3,4,No,3746.0,1647.0,1535.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
991,Hatchback,100000,Manual,2,Maruti,2016,575000.0,Third Party insurance,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,others,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
993,SUV,40000,Automatic,2,Tata,2018,925000.0,Third Party insurance,Petrol,5 Seats,KA,9,17.0,1198,108.5,170.0,others,3,4,Yes,3994.0,1811.0,1607.0,2498.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
994,Hatchback,50000,Manual,2,Hyundai,2013,475000.0,Third Party insurance,Diesel,5 Seats,KA,9,21.9,1396,88.76,219.6,others,4,4,No,3995.0,1710.0,1505.0,2525.0,6,Power,Disc,Disc,Tubeless,5,Bangalore
996,Hatchback,50000,Manual,3,Hyundai,2008,225000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,17.92,1086,62.1,96.1,red,3,4,No,3565.0,1525.0,1590.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
999,MUV,61902,Manual,1,Renault,2019,513999.0,Third Party insurance,Petrol,7 Seats,KA,8,20.0,999,72.0,96.0,orange,3,4,No,3990.0,1739.0,1643.0,2636.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1000,Hatchback,38396,Automatic,1,Datsun,2018,347000.0,Comprehensive,Petrol,5 Seats,KA,9,23.0,999,67.0,91.0,white,3,4,No,3429.0,1560.0,1541.0,2348.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1002,SUV,7561,Manual,1,Kia,2022,1329000.0,Comprehensive,Petrol,5 Seats,KA,9,18.2,998,118.36,172.0,white,3,4,Yes,3995.0,1790.0,1642.0,2500.0,6,Electronic,Disc,Drum,Tubeless,5,Bangalore
1003,Hatchback,30000,Manual,1,Hyundai,2017,300000.0,Third Party insurance,Petrol,5 Seats,KA,9,21.1,814,55.2,74.5,others,3,3,No,3495.0,1550.0,1500.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1006,Hatchback,55567,Automatic,1,Maruti,2018,642000.0,Third Party insurance,Petrol,5 Seats,KA,9,21.21,1197,81.8,113.0,silver,4,4,No,3840.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
1007,SUV,48938,Automatic,2,Renault,2021,911000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.24,999,98.63,152.0,silver,3,4,Yes,3991.0,1750.0,1605.0,2500.0,0,Electronic,Disc,Drum,Tubeless,5,Bangalore
1010,Hatchback,10000,Manual,1,Ford,2010,450000.0,Third Party insurance,Petrol,5 Seats,UP,9,15.6,1196,70.0,102.0,others,4,4,No,3795.0,1680.0,1427.0,2489.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1011,SUV,10000,Manual,1,Kia,2022,1565000.0,Third Party insurance,Petrol,5 Seats,KA,9,16.8,1497,113.43,144.0,others,4,4,No,4315.0,1800.0,1645.0,2610.0,6,Electronic,Disc,Disc,Tubeless,5,Bangalore
1012,Hatchback,60000,Manual,2,Tata,2016,450000.0,Third Party insurance,Petrol,5 Seats,KA,9,23.84,1199,84.0,114.0,others,3,4,No,3746.0,1647.0,1535.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1013,Sedan,71545,Automatic,1,Ford,2015,459999.0,Comprehensive,Petrol,5 Seats,KA,9,17.01,1499,110.5,136.0,white,4,4,Yes,3995.0,1695.0,1525.0,2491.0,6,Power,Disc,Drum,Tubeless,4,Bangalore
1016,Minivans,120000,Manual,5,Maruti,2015,229999.0,Third Party insurance,CNG,8 Seats,UNKNO,0,10.9,796,81.8,113.0,white,3,4,No,3995.0,1695.0,1505.0,2425.0,4,Power,Disc,Drum,Tubeless,5,Bangalore
1017,SUV,60000,Manual,1,Kia,2020,1200000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,16.8,1497,113.43,144.0,others,4,4,No,4315.0,1800.0,1645.0,2610.0,6,Electronic,Disc,Disc,Tubeless,5,Bangalore
1018,Hatchback,56577,Automatic,1,Hyundai,2016,543000.0,Comprehensive,Petrol,5 Seats,KA,9,18.9,1197,82.0,114.0,blue,4,4,No,3765.0,1660.0,1520.0,2425.0,4,Power,Disc,Drum,Tubeless,5,Bangalore
1019,SUV,56974,Automatic,2,Hyundai,2018,1035000.0,Comprehensive,Petrol,5 Seats,KA,9,13.0,1591,121.3,151.0,white,4,4,No,4270.0,1780.0,1630.0,2590.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
1020,SUV,10000,Manual,1,Hyundai,2021,1150000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.0,998,118.35,171.6,others,3,4,Yes,3995.0,1770.0,1605.0,2500.0,0,Electronic,Disc,Drum,Radial,5,Bangalore
1021,Hatchback,40344,Manual,1,Hyundai,2013,479000.0,Comprehensive,Petrol,5 Seats,KA,9,18.5,1197,82.85,113.7,silver,4,4,No,3995.0,1710.0,1505.0,2525.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1022,SUV,36216,Manual,3,Ford,2018,736000.0,Comprehensive,Diesel,5 Seats,KA,9,23.0,1498,98.96,205.0,black,4,4,Yes,3998.0,1765.0,1647.0,2519.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
1023,Hatchback,10000,Automatic,1,Renault,2022,530000.0,Third Party insurance,Petrol,5 Seats,KA,9,22.0,999,67.0,91.0,others,3,4,No,3731.0,1579.0,1474.0,2422.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
1024,SUV,45965,Manual,2,Hyundai,2017,880000.0,Comprehensive,Petrol,5 Seats,KA,9,15.29,1591,121.3,151.0,white,4,4,No,4270.0,1780.0,1630.0,2590.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
1027,SUV,21925,Automatic,1,Tata,2020,1030000.0,Comprehensive,Petrol,5 Seats,KA,9,17.0,1198,108.5,170.0,silver,3,4,Yes,3994.0,1811.0,1607.0,2498.0,6,Power,Disc,Drum,Tubeless,5,Bangalore
1030,Sedan,80000,Manual,3,Honda,2014,390000.0,Third Party insurance,Diesel,5 Seats,KA,9,25.8,1498,98.6,200.0,others,4,4,Yes,3990.0,1680.0,1505.0,2405.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
1032,SUV,20000,Manual,1,Nissan,2021,919999.0,Third Party insurance,Petrol,5 Seats,KA,9,18.75,999,71.02,96.0,others,3,4,No,3994.0,1758.0,1572.0,2500.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
1034,SUV,10000,Manual,1,Nissan,2021,650000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.75,999,71.02,96.0,brown,3,4,No,3994.0,1758.0,1572.0,2500.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
1035,Hatchback,80000,Manual,4,Hyundai,2010,240000.0,Third Party insurance,Petrol,5 Seats,UNKNO,8,20.36,1197,78.9,111.7,silver,4,4,No,3585.0,1595.0,1550.0,2380.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
1038,Hatchback,50406,Manual,1,Maruti,2015,312000.0,Comprehensive,Petrol,5 Seats,KA,9,22.05,796,47.33,69.0,blue,3,4,No,3445.0,1515.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1039,Hatchback,26483,Manual,1,Hyundai,2017,582000.0,Comprehensive,Petrol,5 Seats,KA,9,18.9,1197,81.86,113.75,blue,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1040,Hatchback,80000,Manual,2,Tata,2015,150000.0,Third Party insurance,Diesel,5 Seats,KA,8,25.0,1396,69.0,140.0,others,4,4,Yes,3690.0,1665.0,1485.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1041,SUV,12104,Manual,1,Mahindra,2018,618000.0,Comprehensive,Petrol,6 Seats,KA,9,18.15,1198,82.0,115.0,others,3,4,No,3675.0,1715.0,1655.0,2385.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1042,Hatchback,23721,Automatic,1,Honda,2021,916000.0,Comprehensive,Petrol,5 Seats,KA,9,17.1,1199,88.5,110.0,silver,4,4,No,3989.0,1694.0,1544.0,2530.0,7,Electronic,Disc,Drum,Tubeless,5,Bangalore
1043,Hatchback,80000,Manual,1,Ford,2012,300000.0,Third Party insurance,Diesel,5 Seats,KA,9,20.0,1399,68.05,160.0,others,4,2,Yes,3795.0,1680.0,1427.0,2489.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1044,Hatchback,8212,Manual,1,Maruti,2022,555000.0,Comprehensive,Petrol,5 Seats,KA,9,21.7,998,65.71,89.0,silver,3,4,No,3565.0,1520.0,1567.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1046,Hatchback,9358,Automatic,1,Maruti,2021,950000.0,Comprehensive,Petrol,5 Seats,KA,9,21.4,1197,83.1,115.0,blue,4,4,No,3995.0,1745.0,1510.0,2520.0,0,Power,Disc,Drum,Tubeless,5,Bangalore
1047,Sedan,62011,Manual,1,Maruti,2016,608000.0,Comprehensive,Petrol,5 Seats,KA,9,22.41,1197,88.5,113.0,white,4,4,No,3995.0,1735.0,1515.0,2450.0,5,Electronic,Disc,Drum,Tubeless,4,Bangalore
1051,Hatchback,50000,Manual,1,Ford,2013,225000.0,Third Party insurance,Diesel,5 Seats,UNKNO,8,20.0,1399,68.05,160.0,others,4,2,Yes,3795.0,1680.0,1427.0,2489.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1052,Hatchback,100000,Manual,2,Skoda,2010,249000.0,Third Party insurance,Diesel,5 Seats,UNKNO,9,19.4,1422,70.0,155.0,others,3,2,Yes,3992.0,1642.0,1513.0,2462.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1056,Sedan,50000,Manual,2,Honda,2015,375000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.0,1198,86.7,109.0,black,4,4,No,3990.0,1680.0,1505.0,2405.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
1057,Hatchback,10000,Manual,1,Renault,2022,550000.0,Third Party insurance,Petrol,5 Seats,KA,9,21.74,999,67.0,91.0,silver,3,4,No,3731.0,1579.0,1474.0,2422.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
1058,Hatchback,38771,Manual,1,Hyundai,2019,590000.0,Comprehensive,Petrol,5 Seats,KA,9,18.9,1197,81.86,113.75,silver,4,4,No,3765.0,1660.0,1520.0,2425.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1059,Hatchback,42174,Automatic,1,Maruti,2018,511000.0,Comprehensive,Petrol,5 Seats,KA,9,21.63,998,67.0,90.0,orange,3,4,No,3715.0,1635.0,1565.0,2425.0,0,Electronic,Disc,Drum,Tubeless,5,Bangalore
1060,Sedan,120000,Manual,1,Tata,2017,260000.0,Third Party insurance,Diesel,5 Seats,KA,9,19.09,1396,69.0,135.0,white,4,4,Yes,3988.0,1620.0,1540.0,2450.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
1061,Hatchback,43199,Manual,1,Renault,2017,381000.0,Comprehensive,Petrol,5 Seats,KA,9,23.01,999,67.0,91.0,silver,3,4,No,3679.0,1579.0,1478.0,2422.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1063,Hatchback,20000,Manual,1,Maruti,2016,575000.0,Third Party insurance,Petrol,5 Seats,KA,8,21.4,1197,83.1,115.0,others,4,4,No,3995.0,1745.0,1510.0,2520.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1064,Hatchback,10155,Manual,2,Renault,2019,428000.0,Third Party insurance,Petrol,5 Seats,KA,8,22.25,799,53.26,72.0,silver,3,4,No,3731.0,1579.0,1474.0,2425.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
1066,Hatchback,50704,Manual,1,Maruti,2020,696000.0,Third Party insurance,Petrol,5 Seats,KA,9,21.21,1197,81.8,113.0,blue,4,4,No,3840.0,1735.0,1530.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
1067,Hatchback,34725,Manual,1,Hyundai,2020,740000.0,Comprehensive,Petrol,5 Seats,KA,9,20.7,998,98.63,172.0,white,3,4,Yes,3805.0,1680.0,1520.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
1069,Hatchback,30000,Manual,1,Hyundai,2011,300000.0,Third Party insurance,Petrol,5 Seats,KA,8,19.81,1086,68.05,99.04,others,4,3,No,3585.0,1595.0,1550.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1070,Hatchback,60000,Manual,1,Tata,2016,500000.0,Third Party insurance,Diesel,5 Seats,KA,9,27.28,1047,69.0,140.0,red,3,4,Yes,3746.0,1647.0,1535.0,2400.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1072,Sedan,80000,Manual,2,Ford,2004,75000.0,Third Party insurance,Petrol,5 Seats,KA,9,14.2,1597,92.0,130.0,others,4,2,No,4140.0,1634.0,1379.0,2486.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
1076,Hatchback,90000,Manual,1,Hyundai,2010,275000.0,Third Party insurance,Petrol,5 Seats,KA,8,20.36,1197,78.9,111.7,gray,4,4,No,3585.0,1595.0,1550.0,2380.0,5,Power,Disc,Drum,Tubeless,4,Bangalore
1081,Hatchback,56672,Manual,3,Hyundai,2017,591000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.6,1197,81.83,114.7,silver,4,4,No,3985.0,1734.0,1505.0,2570.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1082,Hatchback,21226,Manual,1,Maruti,2020,428000.0,Comprehensive,Petrol,5 Seats,KA,9,21.7,998,65.71,89.0,white,3,4,No,3565.0,1520.0,1567.0,2380.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1084,Hatchback,10346,Manual,1,Hyundai,2022,697000.0,Third Party insurance,Petrol,5 Seats,KA,9,20.7,1197,81.86,113.8,blue,4,4,No,3805.0,1680.0,1520.0,2450.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
1085,Sedan,30000,Automatic,3,Maruti,2020,630000.0,Third Party insurance,Petrol,5 Seats,UNKNO,9,22.61,1197,88.5,113.0,others,4,4,No,3995.0,1735.0,1515.0,2450.0,5,Electronic,Disc,Drum,Tubeless,4,Bangalore
1086,Hatchback,16679,Manual,1,Maruti,2021,429000.0,Third Party insurance,Petrol,5 Seats,KA,9,22.05,796,47.33,69.0,silver,3,4,No,3445.0,1515.0,1475.0,2360.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1087,Hatchback,15437,Manual,2,Maruti,2016,463999.0,Comprehensive,Petrol,5 Seats,KA,9,25.24,998,65.71,89.0,white,3,4,No,3695.0,1655.0,1555.0,2435.0,5,Electronic,Disc,Drum,Tubeless,5,Bangalore
1088,MUV,40000,Manual,1,Renault,2019,750000.0,Third Party insurance,Petrol,7 Seats,UNKNO,9,20.0,999,72.0,96.0,others,3,4,No,3990.0,1739.0,1643.0,2636.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1089,SUV,30000,Automatic,2,Hyundai,2019,1100000.0,Third Party insurance,Petrol,5 Seats,KA,9,18.15,998,118.35,171.6,others,3,4,Yes,3995.0,1770.0,1605.0,2500.0,7,Power,Disc,Drum,Radial,5,Bangalore
1097,Hatchback,50000,Manual,1,Datsun,2020,360000.0,Third Party insurance,Petrol,5 Seats,KA,9,21.7,999,67.05,91.0,others,3,4,No,3435.0,1574.0,1546.0,2348.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
1098,Hatchback,15017,Manual,1,Honda,2017,733000.0,Comprehensive,Petrol,5 Seats,KA,9,18.7,1199,88.7,110.0,white,4,4,No,3955.0,1694.0,1544.0,2530.0,5,Power,Disc,Drum,Tubeless,5,Bangalore
